c_A,alpha,beta,q_e_per_cell,n_cm2,hw_eff_meV,hw02_meV,split01_meV,d2_A2,chi_eV_A2,lambda,lambda_task,Tc_K,lambda_g1,Tc_K_g1,lambda_g2,Tc_K_g2
6.06673640167364,0.005005479270069142,0.7376200072729311,0.0015918758372193773,2156011405886.4756,5.176787929732219,11.902257107257396,5.137790009335669,0.017561922836969564,6.078854841334342,0.29290298575967083,1.5936993029834587,0.05282902238321053,0.07032600688089695,0.0,1.1252161100943512,12.070220314245608
6.086610878661087,-0.031217617688810217,0.7316093739866355,0.0020036370817191175,2713694309845.9673,4.189009307539877,10.266079827580082,4.119433628655684,0.021703067119396034,6.08596189657255,0.47654598676867505,3.014868967654593,1.2087938305013468,0.11441869142315889,1.9017321564226023e-67,1.8306990627705422,17.97054057693328
6.106485355648536,-0.06744071464769119,0.7255987407003397,0.002415398326218876,3271377213805.4844,3.153455228887774,8.651996437720827,3.020564971153374,0.028830074812058838,6.093076627938822,0.8518106481562551,7.083652222601935,5.5351792940700415,0.204519736622317,0.00010019941751869196,3.272315785957072,23.395323757713708
6.126359832635983,-0.10366381160657055,0.7195881074140441,0.0028271595707186166,3829060117764.976,2.1549622568266114,7.271195913904228,1.896012430777392,0.042188372384392825,6.100199038890263,1.6044744234499617,22.249126554628443,11.233571793846833,0.3852343090703357,0.28741683543535373,6.163748945125371,28.621081632114297
6.146234309623431,-0.1398869085654499,0.7135774741277485,0.0032389208152183565,4386743021724.468,1.3672481042038518,6.5989693277614165,0.916020715099396,0.0664944057232773,6.107329132859372,2.598205490732416,87.31816909722028,15.266552539420305,0.6238291383248524,2.0144069868370877,9.981266213197639,33.87040659748887
6.166108786610879,-0.16267691292672323,0.6998404638912525,0.003650682059718115,4944425925683.984,1.0220003543608618,6.8191731303293235,0.4604557734816661,0.08895725894553984,6.114466913253771,2.879528226584609,209.55982108283808,16.945861172976485,0.6913747272029646,2.7488788892685503,11.061995635247433,37.004772027359365
6.1859832635983265,-0.18232671382361929,0.6842972876144503,0.0040624433042178556,5502108829643.477,0.8222931512970411,7.533523620309923,0.21535038472577078,0.11056196931946866,6.121612383456208,2.7463995422231933,403.2697016787877,18.122597401417643,0.659410530087789,2.6846956023748096,10.550568481404625,39.84769822180272
6.205857740585774,-0.20197651472051534,0.6687541113376481,0.0044742045487175955,6059791733602.968,0.6889741857499394,8.634530502573025,0.0879317742907889,0.1319561052441371,6.128765546824289,2.540061700487469,687.1967941544972,19.653628115942258,0.609868814287041,2.465915100230437,9.757901028592656,43.77686258756316
6.2257322175732215,-0.2216263156174114,0.6532109350608458,0.0048859657932173355,6617474637562.459,0.5945251128583214,9.898748679316094,0.03158854640510078,0.1529192765772672,6.135926406690418,2.4818984552539813,1071.99715242909,22.1547469500298,0.5959038191064812,2.634813445255159,9.534461105703699,49.55830868371954
6.245606694560669,-0.24127611651430747,0.6376677587840436,0.005297727037717076,7175157541521.953,0.5227626424940335,11.079225604212686,0.01001707817210179,0.1739113371444676,6.1430949663616685,2.5659856534307024,1580.5374260350056,25.40340488849328,0.6160931553887116,3.2609291348674345,9.857490486219385,56.48213596157931
